,Round,Tick,Type,relativeTime,Price,Quantity
61,1,15,at ask,0.4761825353392969,1700.01,1
62,1,15,at bid,0.6324431398018795,1699.99,1
63,1,15,at ask,0.9813862785429905,1700.01,1
64,1,16,at ask,0.03267207777879066,1800.01,1
65,1,16,at bid,0.12536785450228227,1799.99,1
66,1,16,at bid,0.34504587757592253,1799.99,1
67,1,16,at ask,0.6555417887470998,1800.01,1
68,1,17,at ask,0.05381155181476179,1700.01,1
69,1,17,at ask,0.2520367375447916,1700.01,1
70,1,18,at bid,0.07122822364100452,1849.99,1
71,1,18,at ask,0.5137789480171578,1850.01,1
72,1,18,at ask,0.5204592723991542,1850.01,1
73,1,18,at bid,0.9938203983591605,1849.99,1
74,1,19,at ask,0.230932278094235,1750.01,1
75,1,19,at bid,0.35128567219884005,1749.99,1
76,1,19,at bid,0.3563855862704667,1749.99,1
77,1,19,at ask,0.3984660093940904,1750.01,1
78,1,19,at ask,0.6022781608686788,1750.01,1
79,1,19,at ask,0.6096335561170312,1750.01,1
80,1,19,at ask,0.8995200091128049,1750.01,1
81,1,20,at bid,0.0833798964664842,1649.99,1
82,1,21,at ask,0.33818432483374816,1500.01,1
83,1,21,at bid,0.35611586413399715,1499.99,1
84,1,21,at ask,0.7013639873418225,1500.01,1
85,1,22,at bid,0.07948506443484628,1449.99,1
86,1,22,at bid,0.26172150410297734,1449.99,1
87,1,22,at ask,0.35194116168577017,1450.01,1
88,1,22,at bid,0.39189455393061073,1449.99,1
89,1,22,at bid,0.6239815421623152,1449.99,1
90,1,22,at ask,0.7404084437504461,1450.01,1
91,1,22,at bid,0.9072776884841997,1449.99,1
92,1,23,at ask,0.17622884312548956,1350.01,1
93,1,23,at ask,0.24072572682457957,1350.01,1
94,1,23,at bid,0.4820440364341898,1349.99,1
95,1,23,at bid,0.5601111448789846,1349.99,1
96,1,23,at ask,0.621332743083977,1350.01,1
97,1,23,at bid,0.6215285974447101,1349.99,1
98,1,23,at ask,0.8519829666816394,1350.01,1
99,1,23,at ask,0.9784129179837238,1350.01,1
100,1,24,at ask,0.03236240126537557,1450.01,1
101,1,24,at ask,0.3073039814997567,1450.01,1
102,1,24,at ask,0.49516793694365346,1450.01,1
103,1,24,at ask,0.6540569661378208,1450.01,1
104,1,24,at bid,0.8045756668569841,1449.99,1
105,1,24,at ask,0.8572607903652544,1450.01,1
106,1,25,at ask,0.3790896502756294,1400.01,1
107,1,25,at bid,0.7655895953432558,1399.99,1
108,1,26,at bid,0.061698817628241955,1549.99,1
109,1,26,at ask,0.4287609584938785,1550.01,1
110,1,26,at ask,0.9756776068859552,1550.01,1
111,1,26,at bid,0.9999544503297015,1549.99,1
112,1,27,at ask,0.5275129152673027,1450.01,1
113,1,27,at ask,0.6666108232346406,1450.01,1
114,1,28,at bid,0.5953132445667775,1599.99,1
115,1,28,at ask,0.7823635980617277,1600.01,1
116,1,29,at bid,0.7399583243184914,1499.99,1
117,1,29,at bid,0.9148592019289323,1499.99,1
118,1,30,at bid,0.18510453061528592,1399.99,1
119,1,30,at bid,0.624713775811599,1399.99,1
120,1,30,at ask,0.8173804722397082,1400.01,1
121,1,30,at bid,0.892401238608051,1399.99,1
122,1,31,at bid,0.08695079948090072,1249.99,1
123,1,31,at bid,0.5074222000927374,1249.99,1
124,1,31,at bid,0.7935246946723459,1249.99,1
125,1,32,at bid,0.04086217640264531,1099.99,1
126,1,32,at ask,0.14366986467852236,1100.01,1
127,1,32,at bid,0.1478001708868633,1099.99,1
128,1,33,at ask,0.7823953455069268,1150.01,1
129,1,34,at bid,0.2673260034539178,1249.99,1
130,1,34,at bid,0.2847648755816059,1249.99,1
131,1,34,at ask,0.32120406507204685,1250.01,1
132,1,34,at bid,0.48899627731919243,1249.99,1
133,1,34,at bid,0.6062789891998763,1249.99,1
134,1,34,at ask,0.6929101165411923,1250.01,1
135,1,34,at ask,0.9345373495423469,1250.01,1
136,1,35,at bid,0.14473714711118293,1349.99,1
137,1,35,at bid,0.2525831246581236,1349.99,1
138,1,35,at ask,0.7482706087626564,1350.01,1
139,1,35,at ask,0.8567903087543272,1350.01,1
140,1,35,at ask,0.9962058715236753,1350.01,1
141,1,36,at ask,0.08484431895796783,1400.01,1
142,1,36,at ask,0.08603998171244279,1400.01,1
143,1,36,at bid,0.10599117586978854,1399.99,1
144,1,36,at bid,0.20156677825926145,1399.99,1
145,1,36,at bid,0.3274653287922661,1399.99,1
146,1,37,at bid,0.06604442334283273,1499.99,1
147,1,37,at bid,0.1747083542244843,1499.99,1
148,1,37,at ask,0.23577021083582772,1500.01,1
149,1,37,at ask,0.24124384007035277,1500.01,1
150,1,37,at ask,0.39823537810279863,1500.01,1
151,1,37,at ask,0.6761391391195719,1500.01,1
152,1,38,at ask,0.01564938485858311,1450.01,1
153,1,38,at bid,0.17044782274942594,1449.99,1
154,1,38,at bid,0.25007854163982934,1449.99,1
155,1,38,at bid,0.5442009057911428,1449.99,1
156,1,39,at bid,0.9931590055996409,1349.99,1
157,1,40,at ask,0.1848914058948633,1250.01,1
158,1,40,at bid,0.30864346421822997,1249.99,1
159,1,40,at ask,0.31190841436411426,1250.01,1
160,1,40,at bid,0.6498639475102361,1249.99,1
161,1,40,at bid,0.6613708093260778,1249.99,1
162,1,40,at ask,0.9138890424266407,1250.01,1
163,2,1,at ask,0.8436872801203811,1000.01,1
164,2,1,at bid,0.9613065944350301,999.99,1
165,2,2,at ask,0.6458635851610796,1100.01,1
166,2,2,at ask,0.8839683872768576,1100.01,1
167,2,2,at ask,0.9771698429549605,1100.01,1
168,2,3,at bid,0.07076802784109693,1149.99,1
169,2,3,at bid,0.13154797712713048,1149.99,1
170,2,3,at ask,0.17570607191440563,1150.01,1
171,2,3,at bid,0.17585240403953586,1149.99,1
172,2,3,at bid,0.34098485843210014,1149.99,1
173,2,3,at ask,0.4482230817435304,1150.01,1
174,2,4,at ask,0.0480511324097463,1250.01,1
175,2,4,at ask,0.06943015250536876,1250.01,1
176,2,4,at bid,0.12515273972628654,1249.99,1
177,2,4,at bid,0.18494026944528152,1249.99,1
178,2,4,at bid,0.30449394235712973,1249.99,1
179,2,4,at bid,0.3154903508569999,1249.99,1
180,2,4,at bid,0.586545516023677,1249.99,1
181,2,5,at ask,0.43697273402161513,1300.01,1
182,2,5,at ask,0.45896573989627526,1300.01,1
183,2,5,at bid,0.4842452260557725,1299.99,1
184,2,5,at bid,0.5463214222092856,1299.99,1
185,2,5,at bid,0.5957192956208845,1299.99,1
186,2,5,at ask,0.6413421521592012,1300.01,1
187,2,5,at ask,0.6511839800117243,1300.01,1
188,2,5,at ask,0.8518699456913172,1300.01,1
189,2,6,at bid,0.12822619657593365,1399.99,1
190,2,6,at bid,0.5633690732205354,1399.99,1
191,2,6,at ask,0.9687493377448567,1400.01,1
192,2,7,at bid,0.03892499634973334,1249.99,1
193,2,7,at ask,0.08591592140925235,1250.01,1
194,2,7,at ask,0.09429500816909878,1250.01,1
195,2,7,at ask,0.3763381198930994,1250.01,1
196,2,7,at bid,0.48202266941327354,1249.99,1
197,2,7,at ask,0.669625497663285,1250.01,1
198,2,7,at ask,0.8435671555474029,1250.01,1
199,2,7,at ask,0.8544268461274346,1250.01,1
200,2,7,at bid,0.8992772256546954,1249.99,1
201,2,8,at bid,0.6228417704158922,1399.99,1
202,2,8,at ask,0.6437380768590474,1400.01,1
203,2,8,at ask,0.8173941633740971,1400.01,1
204,2,8,at ask,0.9756574657645659,1400.01,1
205,2,9,at bid,0.14232844823283183,1499.99,1
206,2,9,at ask,0.4273711707752902,1500.01,1
207,2,9,at ask,0.44150528925735183,1500.01,1
208,2,9,at ask,0.5192849194535681,1500.01,1
209,2,9,at bid,0.6002368985837798,1499.99,1
210,2,9,at bid,0.9665694311447574,1499.99,1
211,2,10,at bid,0.13370483606757053,1549.99,1
212,2,10,at bid,0.43383183959148663,1549.99,1
213,2,10,at ask,0.4714023888486738,1550.01,1
214,2,10,at ask,0.9221321695008057,1550.01,1
215,2,10,at ask,0.9898946509584859,1550.01,1
216,2,11,at ask,0.31964547953830447,1600.01,1
217,2,11,at ask,0.40729155621384266,1600.01,1
218,2,11,at bid,0.773443885447376,1599.99,1
219,2,11,at bid,0.9605405400156013,1599.99,1
220,2,11,at bid,0.9832128939911782,1599.99,1
221,2,12,at bid,0.09698884295688699,1749.99,1
222,2,12,at ask,0.1799466540533094,1750.01,1
223,2,12,at bid,0.5607021485975299,1749.99,1
224,2,12,at ask,0.8042767843316172,1750.01,1
225,2,13,at ask,0.007202857533654002,1800.01,1
226,2,13,at bid,0.18676750713078455,1799.99,1
227,2,13,at bid,0.18932370415437774,1799.99,1
228,2,13,at ask,0.24648972656217633,1800.01,1
229,2,13,at ask,0.2865263379693189,1800.01,1
230,2,13,at bid,0.43517722998603103,1799.99,1
231,2,13,at ask,0.5630690720409711,1800.01,1
232,2,13,at ask,0.8387844127451605,1800.01,1
233,2,13,at bid,0.9669870905154511,1799.99,1
234,2,14,at bid,0.04314548640508511,1899.99,1
235,2,14,at bid,0.5101523586921276,1899.99,1
236,2,14,at bid,0.7612271767502896,1899.99,1
237,2,14,at ask,0.7678670528198019,1900.01,1
238,2,15,at bid,0.7702886691891923,1949.99,1
239,2,16,,,1899.99,1
240,2,17,at bid,0.6207515099756413,1849.99,1
241,2,17,at bid,0.9095384169668232,1849.99,1
242,2,17,at ask,0.952872905808084,1850.01,1
243,2,18,at bid,0.10669595988332557,1799.99,1
244,2,18,at ask,0.18515587091151442,1800.01,1
245,2,18,at bid,0.3934982801964245,1799.99,1
246,2,18,at bid,0.7952474267645411,1799.99,1
247,2,19,at bid,0.053822870921307206,1749.99,1
248,2,19,at bid,0.6761325263636904,1749.99,1
249,2,20,at bid,0.025297734893393497,1599.99,1
250,2,20,at bid,0.20654425226618303,1599.99,1
251,2,20,at ask,0.6412942076344387,1600.01,1
252,2,20,at bid,0.9375115502188636,1599.99,1
253,2,21,at ask,0.06237841737222217,1450.01,1
254,2,22,at ask,0.04095998587059377,1300.01,1
255,2,22,at ask,0.2774849129664032,1300.01,1
256,2,22,at bid,0.5093822770913474,1299.99,1
257,2,23,at bid,0.5668501038073975,1349.99,1
258,2,24,at bid,0.9172115053523677,1249.99,1
259,2,25,at ask,0.4768629883706449,1400.01,1
260,2,25,at bid,0.7294878582111325,1399.99,1
261,2,25,at ask,0.8354350842223784,1400.01,1
262,2,26,at ask,0.8177888107971262,1450.01,1
263,2,26,at ask,0.8266654897720338,1450.01,1
264,2,27,at bid,0.12778098905296406,1599.99,1
265,2,27,at ask,0.16105005889847787,1600.01,1
266,2,27,at bid,0.3256690027873921,1599.99,1
267,2,27,at ask,0.44663676305557926,1600.01,1
268,2,27,at bid,0.9768250069597271,1599.99,1
269,2,28,at ask,0.05145569438636302,1500.01,1
270,2,28,at ask,0.09308875411406053,1500.01,1
271,2,28,at bid,0.5148272480384397,1499.99,1
272,2,28,at bid,0.7217632545678901,1499.99,1
273,2,29,at ask,0.2083147492246654,1650.01,1
274,2,29,at bid,0.3539754995332841,1649.99,1
275,2,29,at ask,0.3595339772431085,1650.01,1
276,2,29,at bid,0.8504115582423312,1649.99,1
277,2,29,at ask,0.8977794960475308,1650.01,1
278,2,30,at ask,0.1489663318240249,1800.01,1
279,2,31,at bid,0.1539515691533034,1899.99,1
280,2,31,at ask,0.5198876479881998,1900.01,1
281,2,31,at bid,0.5743749991428263,1899.99,1
282,2,31,at bid,0.827447234360055,1899.99,1
283,2,32,at ask,0.03138305327925457,1750.01,1
284,2,32,at bid,0.07188070429244556,1749.99,1
285,2,32,at bid,0.0944487541079979,1749.99,1
286,2,32,at ask,0.4794506352052162,1750.01,1
287,2,32,at bid,0.6269669837775904,1749.99,1
288,2,32,at bid,0.6710199874426543,1749.99,1
289,2,32,at ask,0.8717479459196028,1750.01,1
290,2,33,at bid,0.06289868126444709,1899.99,1
291,2,33,at bid,0.11368384884225001,1899.99,1
292,2,33,at ask,0.2547588428892472,1900.01,1
293,2,34,at bid,0.13435166314730843,1749.99,1
294,2,34,at bid,0.3224534004938901,1749.99,1
295,2,34,at bid,0.4468257489064756,1749.99,1
296,2,34,at ask,0.7046887253325065,1750.01,1
297,2,35,at bid,0.16822927471392418,1649.99,1
298,2,35,at bid,0.33935651753614826,1649.99,1
299,2,35,at bid,0.36435052252081557,1649.99,1
300,2,36,at bid,0.4303729060508434,1549.99,1
301,2,36,at ask,0.4930548351550485,1550.01,1
302,2,36,at bid,0.6032870770558181,1549.99,1
303,2,36,at bid,0.8127887137862845,1549.99,1
304,2,36,at ask,0.8855310435058593,1550.01,1
305,2,37,at bid,0.04486042467162623,1699.99,1
306,2,37,at ask,0.18658839452565892,1700.01,1
307,2,37,at bid,0.2271892022577054,1699.99,1
308,2,37,at ask,0.9851636792632616,1700.01,1
309,2,38,at ask,0.11711768088747608,1550.01,1
310,2,38,at bid,0.1981364963372278,1549.99,1
311,2,38,at ask,0.3073295964686418,1550.01,1
312,2,38,at bid,0.7157948197805611,1549.99,1
313,2,38,at bid,0.7183445557935597,1549.99,1
314,2,39,at bid,0.0478501562006941,1399.99,1
315,2,39,at ask,0.05862228407731609,1400.01,1
316,2,39,at bid,0.12794380080268375,1399.99,1
317,2,39,at ask,0.4752013324366344,1400.01,1
318,2,40,at ask,0.3250072227539649,1250.01,1
319,2,40,at bid,0.549204294714066,1249.99,1
320,2,40,at bid,0.6078608307299975,1249.99,1
321,2,40,at bid,0.7584503639764667,1249.99,1
322,2,40,at ask,0.7619579809484813,1250.01,1
